,Parcel Number,Number of Rooms,Property Area,Total Taxable Value
19709,4879008,3.0,7500.0,152972.0
19710,4879009,2.0,7500.0,108061.0
19711,4879010,2.0,7500.0,154108.0
19712,4879011,1.0,7500.0,133831.0
19713,4879017,4.0,2857.1428571428573,228828.0
19714,4879018,3.0,5714.285714285715,424795.0
19715,4879022,3.0,3250.0,776650.0
19716,4879023,12.0,30000.0,2018721.0
19717,4879024,2.0,625.0,394576.0
19718,4879025,1.0,800.0,411266.0
19719,4879026,2.0,11000.0,606944.0
19720,4880001,2.0,30000.0,227292.0
19721,4880004,1.0,0.0,106420.0
19722,4880005,25.0,0.0,346112.0
19723,4880007,7.0,16875.0,1212626.0
19724,4880008,11.0,16178.57142857143,2771154.0
19725,4881001A,6.285714285714286,7882.285714285715,631490.0
19726,4881002,8.0,11250.0,162536.0
19727,4881004,2.0,1505.0,65590.0
19728,4881005,2.0,5733.0,82276.0
19729,4881006,2.0,2900.0,218630.0
19730,4881009,4.0,5771.428571428572,76632.0
19731,4881009A,4.0,10000.0,149064.0
19732,4881012,6.0,10262.0,650034.0
19733,4881013,1.0,2500.0,131226.0
19734,4881014,3.0,4975.0,76232.0
19735,4881017,1.0,5000.0,60848.0
19736,4881018,5.0,6110.0,59673.0
19737,4881022,30.0,20470.0,551710.0
19738,4881023,52.0,137280.0,4687986.0
19739,4881024,0.0,2898.285714285714,543653.0
19740,4881026,0.0,2899.285714285714,894660.0
19741,4881027,0.0,3710.1428571428573,428786.0
19742,4881028,0.0,4361.285714285715,635488.0
19743,4881029,0.0,3654.285714285714,854312.0
19744,4881030,0.0,2275.285714285714,281178.0
19745,4881031,0.0,2572.285714285714,314160.0
19746,4881032,0.0,2879.285714285714,338900.0
19747,4882001,2.0,10760.0,1139087.0
19748,4882002,8.0,0.0,797089.0
19749,4882004,5.0,10000.0,610124.0
19750,4882014,1.0,4000.0,166673.0
19751,4882015,0.0,0.0,283777.0
19752,4882018,2.0,0.0,36214.0
19753,4882023,3.0,7500.0,1412978.0
19754,4882024,4.0,7500.0,492292.0
19755,4882025,3.0,7500.0,1170152.0
19756,4882026,0.0,8000.0,686353.0
19757,4882027,13.0,28183.0,298453.0
19758,4883001,3.0,7500.0,761224.0
19759,4883005B,1.0,3000.0,47597.0
19760,4883014,0.0,0.0,25804.0
19761,4883017,2.0,0.0,1871898.0
19762,4883018,14.0,10000.0,1559915.0
19763,4883019,0.0,0.0,43029.0
19764,4883021,3.0,4375.0,298644.0
19765,4883022,13.0,0.0,3495180.0
19766,4883023,2.0,5000.0,454410.0
19767,4883024,3.0,7400.0,368636.0
19768,4883025,1.0,0.0,63550.0
19769,4883026,1.0,6000.0,356650.0
19770,4883027,1.0,5000.0,78017.0
19771,4883028,1.0,5000.0,342780.0
19772,4883029,2.0,5598.0,91415.0
19773,4884024,0.0,0.0,0.0
19774,4884025,0.0,0.0,0.0
19775,4884028,0.0,0.0,0.0
19776,4884029,0.0,0.0,0.0
19777,4884030,0.0,0.0,0.0
19778,4884031,0.0,0.0,0.0
19779,4884032,0.0,0.0,0.0
19780,4884033,0.0,0.0,0.0
19781,4884034,0.0,0.0,0.0
19782,4884035,0.0,0.0,0.0
19783,4884036,0.0,0.0,0.0
19784,4884037,0.0,0.0,0.0
19785,4884038,0.0,0.0,0.0
19786,4884039,0.0,0.0,0.0
19787,4886008,0.0,0.0,0.0
19788,4886009,0.0,0.0,0.0
19789,4890001,0.0,0.0,740.0
19790,4890002,0.0,0.0,740.0
19791,4890003,0.0,0.0,740.0
19792,4890004,0.0,0.0,740.0
19793,4890005,0.0,0.0,740.0
19794,4890006,0.0,0.0,740.0
19795,4890007,0.0,0.0,740.0
19796,4890008,0.0,0.0,740.0
19797,4890009,0.0,0.0,740.0
19798,4890010,0.0,0.0,740.0
19799,4890011,0.0,0.0,740.0
19800,4890012,0.0,0.0,740.0
19801,4890013,0.0,0.0,740.0
19802,4890014,0.0,0.0,740.0
19803,4890015,0.0,0.0,740.0
19804,4890016,0.0,0.0,740.0
19805,4890017,0.0,0.0,740.0
19806,4890018,0.0,0.0,740.0
19807,4890019,0.0,0.0,740.0
19808,4890020,0.0,0.0,740.0
19809,4890021,0.0,0.0,740.0
19810,4890022,0.0,0.0,740.0
19811,4890023,0.0,0.0,740.0
19812,4890024,0.0,0.0,740.0
19813,4891001,0.0,0.0,550.0
19814,4891002,0.0,0.0,550.0
19815,4891003,0.0,0.0,550.0
19816,4891004,0.0,0.0,550.0
19817,4891005,0.0,0.0,550.0
19818,4891006,0.0,0.0,550.0
19819,4891007,0.0,0.0,552.0
19820,4891008,0.0,0.0,552.0
19821,4891009,0.0,0.0,558.0
19822,4891010,0.0,0.0,558.0
19823,4891011,0.0,0.0,550.0
19824,4891012,0.0,0.0,550.0
19825,4891013,0.0,0.0,550.0
19826,4891014,0.0,0.0,550.0
19827,4891015,0.0,0.0,550.0
19828,4891016,0.0,0.0,550.0
19829,4891017,0.0,0.0,550.0
19830,4891018,0.0,0.0,550.0
19831,4891019,0.0,0.0,550.0
19832,4891020,0.0,0.0,550.0
19833,4891021,0.0,0.0,552.0
19834,4891022,0.0,0.0,552.0
19835,4891023,0.0,0.0,550.0
19836,4891024,0.0,0.0,550.0
19837,4892001,0.0,0.0,3598.0
19838,4892002,0.0,0.0,3598.0
19839,4892003,0.0,0.0,3598.0
19840,4892004,0.0,0.0,3582.0
19841,4892005,0.0,0.0,3582.0
19842,4892006,0.0,0.0,3582.0
19843,4892007,0.0,0.0,3582.0
19844,4892008,0.0,0.0,3582.0
19845,4892009,0.0,0.0,3582.0
19846,4892010,0.0,0.0,3582.0
19847,4892011,0.0,0.0,3582.0
19848,4892012,0.0,0.0,3582.0
19849,4892013,0.0,0.0,3582.0
19850,4892014,0.0,0.0,3582.0
19851,4892015,0.0,0.0,3582.0
19852,4892016,0.0,0.0,3582.0
19853,4892017,0.0,0.0,3582.0
19854,4892018,0.0,0.0,3582.0
19855,4892019,0.0,0.0,3582.0
19856,4892020,0.0,0.0,3582.0
19857,4892021,0.0,0.0,3582.0
19858,4892022,0.0,0.0,3582.0
19859,4892023,0.0,0.0,3582.0
19860,4892024,0.0,0.0,3582.0
19861,4893001,0.0,0.0,6216.0
19862,4893002,0.0,0.0,6216.0
19863,4894001,0.0,0.0,0.0
19864,4894002,0.0,0.0,0.0
19865,4894003,0.0,0.0,0.0
19866,4894004,0.0,0.0,0.0
19867,4894005,0.0,0.0,0.0
19868,4894006,0.0,0.0,0.0
19869,4894007,0.0,0.0,558.0
19870,4894008,0.0,0.0,558.0
19871,4894009,0.0,0.0,558.0
19872,4894010,0.0,0.0,7611.0
19873,4894011,0.0,0.0,0.0
19874,4894012,0.0,0.0,0.0
19875,4894013,0.0,0.0,0.0
19876,4894014,0.0,0.0,0.0
19877,4894015,0.0,0.0,0.0
19878,4894016,0.0,0.0,0.0
19879,4894017,0.0,0.0,0.0
19880,4894018,0.0,0.0,0.0
19881,4894019,0.0,0.0,558.0
19882,4894020,0.0,0.0,558.0
19883,4894021,0.0,0.0,570.0
19884,4894022,0.0,0.0,570.0
19885,4894023,0.0,0.0,0.0
19886,4894024,0.0,0.0,0.0
19887,4895001,0.0,0.0,12412.0
19888,4896001,0.0,0.0,4071.0
19889,4897001,0.0,0.0,0.0
19890,4898001,0.0,0.0,12464.0
19891,4899001,0.0,0.0,491.0
19892,4899002,0.0,0.0,542.0
19893,4899003,0.0,0.0,542.0
19894,4899004,0.0,0.0,542.0
19895,4899005,0.0,0.0,542.0
19896,4899006,0.0,0.0,542.0
19897,4899007,0.0,0.0,542.0
19898,4899008,0.0,0.0,491.0
19899,4899009,0.0,0.0,528.0
19900,4899010,0.0,0.0,528.0
19901,4899011,0.0,0.0,560.0
19902,4899012,0.0,0.0,560.0
19903,4899013,0.0,0.0,558.0
19904,4899014,0.0,0.0,558.0
19905,4899015,0.0,0.0,649.0
19906,4899016,0.0,0.0,649.0
19907,4899017,0.0,0.0,649.0
19908,4899018,0.0,0.0,649.0
19909,4899019,0.0,0.0,649.0
19910,4899020,0.0,0.0,341.0
19911,4899020A,0.0,0.0,364.0
19912,4899021,0.0,0.0,542.0
19913,4899022,0.0,0.0,542.0
19914,4899023,0.0,0.0,542.0
19915,4899024,0.0,0.0,542.0
19916,4900001,0.0,0.0,565.5
19917,4900002,0.0,0.0,565.5
19918,4900003,0.0,0.0,565.5
19919,4900004,0.0,0.0,565.5
19920,4900005,0.0,0.0,565.5
19921,4900006,0.0,0.0,565.5
19922,4900007,0.0,0.0,565.5
19923,4900008,0.0,0.0,565.5
19924,4900009,0.0,0.0,565.5
19925,4900010,0.0,0.0,565.5
19926,4900011,0.0,0.0,565.5
19927,4900012,0.0,0.0,565.5
19928,4900013,0.0,0.0,565.5
19929,4900014,0.0,0.0,565.5
19930,4900015,0.0,0.0,565.5
19931,4900016,0.0,0.0,565.5
19932,4900017,0.0,0.0,565.5
19933,4900018,0.0,0.0,565.5
19934,4900019,0.0,0.0,565.5
19935,4900020,0.0,0.0,565.5
19936,4900021,0.0,0.0,565.5
19937,4900022,0.0,0.0,565.5
19938,4900023,0.0,0.0,565.5
19939,4900024,0.0,0.0,565.5
19940,4900025,0.0,0.0,7272.0
19941,4901001,0.0,0.0,491.0
19942,4901002,0.0,0.0,491.0
19943,4901003,0.0,0.0,0.0
19944,4901004,0.0,0.0,0.0
19945,4901005,0.0,0.0,0.0
19946,4901006,0.0,0.0,0.0
19947,4901007,0.0,0.0,0.0
19948,4901008,0.0,0.0,0.0
19949,4901009,0.0,0.0,552.0
19950,4901010,0.0,0.0,552.0
19951,4901011,0.0,0.0,552.0
19952,4901012,0.0,0.0,552.0
19953,4901013,0.0,0.0,552.0
19954,4901014,0.0,0.0,552.0
19955,4901015,0.0,0.0,552.0
19956,4901016,0.0,0.0,552.0
19957,4901017,0.0,0.0,854.0
19958,4901018,0.0,0.0,552.0
19959,4901019,0.0,0.0,552.0
19960,4901020,0.0,0.0,552.0
19961,4901021,0.0,0.0,491.0
19962,4901022,0.0,0.0,542.0
19963,4901023,0.0,0.0,542.0
19964,4901024,0.0,0.0,491.0
19965,4902001,0.0,0.0,948.0
19966,4902002,0.0,0.0,948.0
19967,4902003,0.0,0.0,948.0
19968,4902004,0.0,0.0,948.0
19969,4902005,0.0,0.0,811.0
19970,4902006,0.0,0.0,808.0
19971,4902007,0.0,0.0,808.0
19972,4902008,0.0,0.0,808.0
19973,4902009,0.0,0.0,808.0
19974,4902010,0.0,0.0,792.0
19975,4902011,0.0,0.0,808.0
19976,4902012,0.0,0.0,808.0
19977,4902013,0.0,0.0,0.0
19978,4902014,0.0,0.0,0.0
19979,4902015,0.0,0.0,0.0
19980,4902016,0.0,0.0,0.0
19981,4902017,0.0,0.0,808.0
19982,4902018,0.0,0.0,792.0
19983,4902019,0.0,0.0,808.0
19984,4902020,0.0,0.0,2856.0
19985,4902021,0.0,0.0,610.0
19986,4902022,0.0,0.0,792.0
19987,4902023,0.0,0.0,344.0
19988,4902024,0.0,0.0,808.0
19989,4909003,1.0,360.0,203974.0
19990,4909005,0.0,0.0,9342.0
19991,4909017,4.0,8360.0,1097749.0
19992,4909023,4.0,5425.0,160390.0
19993,4909024,4.0,10000.0,294776.0
19994,4909025,2.0,6000.0,544148.0
19995,4909026,1.0,6500.0,544148.0
19996,4909029,2.0,7500.0,521743.0
19997,4909030,2.0,7500.0,1292658.0
19998,4909031,0.0,10000.0,1641658.0
19999,4909032,1.0,10000.0,1760407.0
20000,4909033,0.0,10000.0,1958406.0
20001,4909034,0.0,7500.0,440249.0
20002,4909044,0.0,0.0,275836.0
20003,4909045,0.0,0.0,275836.0
20004,4910001,1.0,6500.0,632867.0
20005,4910003,0.0,0.0,112258.0
20006,4910005,2.0,0.0,121712.0
20007,4910010,12.0,20375.0,1736770.0
20008,4910016,4.0,0.0,234455.0
20009,4910018,5.0,5000.0,415462.0
20010,4910019,3.0,5000.0,808072.0
20011,4910020,3.0,5000.0,952380.0
20012,4910021,2.0,5000.0,719698.0
20013,4910022,3.0,0.0,62010.0
20014,4910023,6.0,8000.0,1209243.0
20015,4910024,3.0,10000.0,463264.0
20016,4910026,1.0,5000.0,157460.0
20017,4910027,1.0,5000.0,100189.0
20018,4910028,4.0,5000.0,361805.0
20019,4910029,1.0,2000.0,326127.0
20020,4912001,19.0,7778.571428571428,393502.0
20021,4912002,20.0,7640.571428571428,393502.0
20022,4912006,27.0,87434.0,5637682.0
20023,4912016,26.0,39872.57142857143,2361018.0
20024,4912018,0.0,0.0,0.0
20025,4912019,0.0,22325.0,0.0
20026,4913003,4.0,10000.0,629037.0
20027,4913004,2.0,10000.0,648905.0
20028,4913006,11.0,10000.0,708134.0
20029,4913015,4.0,10000.0,404643.0
20030,4913016,0.0,0.0,242775.0
20031,4913017,5.0,5000.0,495377.0
20032,4913017A,0.0,0.0,134552.0
20033,4913018,2.0,10000.0,370072.0
20034,4913019,9.0,22500.0,1429841.0
20035,4913023,0.0,0.0,0.0
20036,4913024,0.0,0.0,0.0
20037,4914018A,3.0,0.0,37226.0
20038,4914018B,3.0,0.0,48741.0
20039,4917001,1.0,5000.0,173288.0
20040,4917002,0.0,0.0,0.0
20041,4917003,0.0,0.0,17543.0
20042,4918001,0.0,0.0,63893.0
20043,4918002,0.0,0.0,63893.0
20044,4918003,0.0,0.0,63893.0
20045,4918004,0.0,0.0,63893.0
20046,4918005,0.0,0.0,63893.0
20047,4918006,0.0,0.0,63893.0
20048,4918007,0.0,0.0,63893.0
20049,4918008,0.0,0.0,63893.0
20050,4918021,0.0,0.0,6216.0
20051,4918022,0.0,0.0,6216.0
20052,4918023,0.0,0.0,163170.0
20053,4918024,0.0,0.0,163170.0
20054,4918025,0.0,0.0,149089.0
20055,4921001,0.0,0.0,0.0
20056,4921002,0.0,0.0,757.0
20057,4921003,0.0,0.0,0.0
20058,4922001,0.0,0.0,550.0
20059,4922002,0.0,0.0,550.0
20060,4922003,0.0,0.0,550.0
20061,4922004,0.0,0.0,550.0
20062,4922005,0.0,0.0,550.0
20063,4922006,0.0,0.0,550.0
20064,4922007,0.0,0.0,550.0
20065,4922008,0.0,0.0,550.0
20066,4922009,0.0,0.0,550.0
20067,4922010,0.0,0.0,550.0
20068,4922011,0.0,0.0,550.0
20069,4922012,0.0,0.0,550.0
20070,4922013,0.0,0.0,550.0
20071,4922014,0.0,0.0,550.0
20072,4922015,0.0,0.0,550.0
20073,4922016,0.0,0.0,550.0
20074,4922017,0.0,0.0,550.0
20075,4922018,0.0,0.0,550.0
20076,4922019,0.0,0.0,550.0
20077,4922020,0.0,0.0,550.0
20078,4922021,0.0,0.0,550.0
20079,4922022,0.0,0.0,550.0
20080,4922023,0.0,0.0,550.0
20081,4922024,0.0,0.0,550.0
20082,4923011,0.0,0.0,3094.0
20083,4923012,0.0,0.0,299499.0
20084,4923013,0.0,0.0,149747.0
20085,4924001,0.0,0.0,558.0
20086,4924002,0.0,0.0,558.0
20087,4924003,0.0,0.0,558.0
20088,4924004,0.0,0.0,558.0
20089,4924005,0.0,0.0,552.0
20090,4924006,0.0,0.0,552.0
20091,4924007,0.0,0.0,552.0
20092,4924008,0.0,0.0,552.0
20093,4924009,0.0,0.0,0.0
20094,4924010,0.0,0.0,5263.0
20095,4924011,0.0,0.0,0.0
20096,4924012,0.0,0.0,2119.0
20097,4925001,0.0,0.0,6216.0
20098,4925002,0.0,0.0,572.0
20099,4925003,0.0,0.0,647.0
20100,4925004,0.0,0.0,647.0
20101,4925005,0.0,0.0,647.0
20102,4925006,0.0,0.0,647.0
20103,4925007,0.0,0.0,647.0
20104,4925008,0.0,0.0,570.0
20105,4925009,0.0,0.0,570.0
20106,4925010,0.0,0.0,570.0
20107,4925011,0.0,0.0,570.0
20108,4925012,0.0,0.0,570.0
20109,4925013,0.0,0.0,570.0
20110,4926001,0.0,0.0,0.0
20111,4927001,0.0,0.0,425.0
20112,4927002,0.0,0.0,628.0
20113,4927003,0.0,0.0,177.0
20114,4927004,0.0,0.0,410.0
20115,4927005,0.0,0.0,687.0
20116,4927006,0.0,0.0,778.0
20117,4927007,0.0,0.0,778.0
20118,4927008,0.0,0.0,778.0
20119,4927009,0.0,0.0,778.0
20120,4927010,0.0,0.0,778.0
20121,4927011,0.0,0.0,778.0
20122,4927012,0.0,0.0,778.0
20123,4927013,0.0,0.0,778.0
20124,4927014,0.0,0.0,777.0
20125,4928001,0.0,0.0,1855.0
20126,4928002,0.0,0.0,604.0
20127,4928003,0.0,0.0,1855.0
20128,4928004,0.0,0.0,602.0
20129,4928005,0.0,0.0,1855.0
20130,4928006,0.0,0.0,1855.0
20131,4928007,0.0,0.0,1855.0
20132,4928008,0.0,0.0,1855.0
20133,4928009,0.0,0.0,137.0
20134,4928010,0.0,0.0,282.0
20135,4928011,0.0,0.0,282.0
20136,4928012,0.0,0.0,282.0
20137,4928013,0.0,0.0,602.0
20138,4928014,0.0,0.0,602.0
20139,4928015,0.0,0.0,602.0
20140,4928016,0.0,0.0,2210.0
20141,4928017,0.0,0.0,1855.0
20142,4928018,0.0,0.0,602.0
20143,4928019,0.0,0.0,1245.0
20144,4928020,0.0,0.0,1245.0
20145,4928021,0.0,0.0,1855.0
20146,4928022,0.0,0.0,1855.0
20147,4928023,0.0,0.0,602.0
20148,4928024,0.0,0.0,602.0
20149,4929001,0.0,0.0,522.0
20150,4929002,0.0,0.0,570.0
20151,4929003,0.0,0.0,570.0
20152,4929004,0.0,0.0,570.0
20153,4929005,0.0,0.0,570.0
20154,4929006,0.0,0.0,570.0
20155,4929007,0.0,0.0,570.0
20156,4929008,0.0,0.0,570.0
20157,4929009,0.0,0.0,570.0
20158,4929010,0.0,0.0,570.0
20159,4929011,0.0,0.0,570.0
20160,4929012,0.0,0.0,570.0
20161,4929013,0.0,0.0,570.0
20162,4929014,0.0,0.0,570.0
20163,4929015,0.0,0.0,570.0
20164,4929016,0.0,0.0,570.0
20165,4929017,0.0,0.0,570.0
20166,4929018,0.0,0.0,570.0
20167,4929019,0.0,0.0,570.0
20168,4929020,0.0,0.0,570.0
20169,4929021,0.0,0.0,570.0
20170,4929022,0.0,0.0,570.0
20171,4929023,0.0,0.0,570.0
20172,4929024,0.0,0.0,570.0
20173,4930001,0.0,0.0,0.0
20174,4931001,0.0,0.0,0.0
20175,4934002,0.0,0.0,336353.0
20176,4934003,4.0,6459.0,1680105.0
20177,4935001,0.0,0.0,87456.0
20178,4935002,0.0,0.0,0.0
20179,4935003,0.0,0.0,225253.0
20180,4936014,20.0,13250.0,321303.0
20181,4936018,0.0,15717.0,327280.0
20182,4937012,0.0,0.0,0.0
20183,4937017,0.0,0.0,156859.5
20184,4937018,0.0,0.0,121542.0
20185,4939003,0.0,0.0,51912.0
20186,4939012B,0.0,0.0,50455.0
20187,4939015B,0.0,0.0,16156.5
20188,4939025,0.0,0.0,182040.0
20189,4939026,0.0,0.0,17343.0
20190,4939029,0.0,0.0,129444.0
20191,4940013,4.0,5640.0,599698.0
20192,4940014,6.0,0.0,129553.0
20193,4940015,6.0,7482.0,986739.0
20194,4940023,2.0,4716.0,1098879.0
20195,4940024,4.0,2100.0,488209.0
20196,4941019,10.0,4316.0,120956.0
20197,4941020,4.0,3500.0,399392.0
20198,4941023,4.0,2138.0,219652.0
20199,4941024,0.0,960.0,93717.0
20200,4941025,0.0,0.0,331074.0
20201,4942004,2.0,1875.0,14973.0
20202,4942047,0.0,0.0,18375.0
20203,4942048,0.0,0.0,15589.0
20204,4943011,1.0,270.0,266699.0
20205,4943023,0.0,0.0,56122.0
20206,4944001,0.0,0.0,0.0
20207,4944002,0.0,0.0,0.0
20208,4944014,4.0,925.0,0.0
20209,4944027,0.0,0.0,34984.0
20210,4944039,0.0,0.0,0.0
20211,4945005,0.0,0.0,0.0
20212,4945006,0.0,0.0,0.0
20213,4950001,0.0,0.0,733.0
20214,4950002,0.0,0.0,733.0
20215,4950003,0.0,0.0,733.0
20216,4950004,0.0,0.0,733.0
20217,4950005,0.0,0.0,733.0
20218,4950006,0.0,0.0,733.0
20219,4950007,0.0,0.0,733.0
20220,4950008,0.0,0.0,733.0
20221,4950009,0.0,0.0,733.0
20222,4950010,0.0,0.0,733.0
20223,4950011,0.0,0.0,733.0
20224,4950012,0.0,0.0,733.0
20225,4950013,0.0,0.0,733.0
20226,4950014,0.0,0.0,733.0
20227,4950015,0.0,0.0,733.0
20228,4950016,0.0,0.0,733.0
20229,4950017,0.0,0.0,733.0
20230,4950018,0.0,0.0,733.0
20231,4950019,0.0,0.0,733.0
20232,4950020,0.0,0.0,733.0
20233,4950021,0.0,0.0,733.0
20234,4950022,0.0,0.0,733.0
20235,4950023,0.0,0.0,733.0
20236,4950024,0.0,0.0,733.0
20237,4951001,0.0,0.0,558.0
20238,4951002,0.0,0.0,558.0
20239,4951003,0.0,0.0,558.0
20240,4951004,0.0,0.0,558.0
20241,4951005,0.0,0.0,558.0
20242,4951006,0.0,0.0,558.0
20243,4951007,0.0,0.0,558.0
20244,4951008,0.0,0.0,558.0
20245,4951009,0.0,0.0,299499.0
20246,4951010,0.0,0.0,558.0
20247,4951011,0.0,0.0,558.0
20248,4951012,0.0,0.0,558.0
20249,4951013,0.0,0.0,558.0
20250,4952001,0.0,0.0,0.0
20251,4952002,0.0,0.0,0.0
20252,4952003,0.0,0.0,0.0
20253,4952004,0.0,0.0,0.0
20254,4952005,0.0,0.0,0.0
20255,4952006,0.0,0.0,0.0
20256,4952007,0.0,0.0,0.0
20257,4952008,0.0,0.0,0.0
20258,4952009,0.0,0.0,0.0
20259,4952010,0.0,0.0,0.0
20260,4952011,0.0,0.0,0.0
20261,4952012,0.0,0.0,0.0
20262,4952013,0.0,0.0,0.0
20263,4952014,0.0,0.0,0.0
20264,4952015,0.0,0.0,0.0
20265,4952016,0.0,0.0,0.0
20266,4952017,0.0,0.0,0.0
20267,4952018,0.0,0.0,0.0
20268,4952019,0.0,0.0,0.0
20269,4952020,0.0,0.0,0.0
20270,4952021,0.0,0.0,0.0
20271,4952022,0.0,0.0,0.0
20272,4952023,0.0,0.0,0.0
20273,4952024,0.0,0.0,0.0
20274,4953001,0.0,0.0,0.0
20275,4953002,0.0,0.0,0.0
20276,4953003,0.0,0.0,0.0
20277,4953004,0.0,0.0,0.0
20278,4953005,0.0,0.0,0.0
20279,4953006,0.0,0.0,0.0
20280,4953007,0.0,0.0,0.0
20281,4953008,0.0,0.0,0.0
20282,4953009,0.0,0.0,0.0
20283,4953010,0.0,0.0,0.0
20284,4953011,0.0,0.0,0.0
20285,4953012,0.0,0.0,0.0
20286,4953013,0.0,0.0,0.0
20287,4953014,0.0,0.0,0.0
20288,4953015,0.0,0.0,0.0
20289,4953016,0.0,0.0,0.0
20290,4953017,0.0,0.0,0.0
20291,4953018,0.0,0.0,0.0
20292,4953019,0.0,0.0,0.0
20293,4953020,0.0,0.0,0.0
20294,4953021,0.0,0.0,0.0
20295,4953022,0.0,0.0,0.0
20296,4953023,0.0,0.0,0.0
20297,4955001,0.0,0.0,0.0
20298,4956001,0.0,0.0,0.0
20299,4956002,0.0,0.0,0.0
20300,4956003,0.0,0.0,0.0
20301,4956004,0.0,0.0,0.0
20302,4956005,0.0,0.0,0.0
20303,4956006,0.0,0.0,0.0
20304,4956007,0.0,0.0,0.0
20305,4956008,0.0,0.0,0.0
20306,4956009,0.0,0.0,0.0
20307,4956010,0.0,0.0,0.0
20308,4956011,0.0,0.0,0.0
20309,4956012,0.0,0.0,0.0
20310,4956013,0.0,0.0,0.0
20311,4956014,0.0,0.0,0.0
20312,4956015,0.0,0.0,0.0
20313,4956016,0.0,0.0,0.0
20314,4956017,0.0,0.0,0.0
20315,4956018,0.0,0.0,0.0
20316,4956019,0.0,0.0,0.0
20317,4956020,0.0,0.0,0.0
20318,4956021,0.0,0.0,0.0
20319,4956022,0.0,0.0,0.0
20320,4956023,0.0,0.0,0.0
20321,4956024,0.0,0.0,0.0
20322,4957001,0.0,0.0,558.0
20323,4957002,0.0,0.0,558.0
20324,4957003,0.0,0.0,558.0
20325,4957004,0.0,0.0,558.0
20326,4957005,0.0,0.0,558.0
20327,4957006,0.0,0.0,558.0
20328,4957007,0.0,0.0,558.0
20329,4957008,0.0,0.0,558.0
20330,4957009,0.0,0.0,540.0
20331,4957010,0.0,0.0,540.0
20332,4957011,0.0,0.0,540.0
20333,4957012,0.0,0.0,540.0
20334,4957013,0.0,0.0,540.0
20335,4957014,0.0,0.0,540.0
20336,4957015,0.0,0.0,540.0
20337,4957016,0.0,0.0,540.0
20338,4957017,0.0,0.0,540.0
20339,4957018,0.0,0.0,540.0
20340,4957019,0.0,0.0,540.0
20341,4957020,0.0,0.0,540.0
20342,4957021,0.0,0.0,558.0
20343,4957022,0.0,0.0,558.0
20344,4957023,0.0,0.0,558.0
20345,4957024,0.0,0.0,558.0
20346,4958001,0.0,0.0,0.0
20347,4958002,0.0,0.0,0.0
20348,4958003,0.0,0.0,0.0
20349,4958004,0.0,0.0,0.0
20350,4958005,0.0,0.0,0.0
20351,4958006,0.0,0.0,0.0
20352,4958007,0.0,0.0,0.0
20353,4958008,0.0,0.0,0.0
20354,4958009,0.0,0.0,0.0
20355,4958010,0.0,0.0,0.0
20356,4958011,0.0,0.0,0.0
20357,4958012,0.0,0.0,0.0
20358,4958013,0.0,0.0,0.0
20359,4958014,0.0,0.0,0.0
20360,4958015,0.0,0.0,0.0
20361,4958016,0.0,0.0,0.0
20362,4958017,0.0,0.0,0.0
20363,4958018,0.0,0.0,0.0
20364,4958019,0.0,0.0,0.0
20365,4958020,0.0,0.0,0.0
20366,4958021,0.0,0.0,0.0
20367,4958022,0.0,0.0,0.0
20368,4958023,0.0,0.0,0.0
20369,4958024,0.0,0.0,0.0
20370,4960027,0.0,0.0,0.0
20371,4963003,0.0,0.0,0.0
20372,4963004,0.0,0.0,0.0
20373,4964001,0.0,0.0,0.0
20374,4964005,0.0,0.0,0.0
20375,4964014,0.0,0.0,0.0
20376,4964015,0.0,0.0,78016.0
20377,4964016,0.0,0.0,15572.0
20378,4964017,0.0,0.0,15572.0
20379,4964018,0.0,0.0,0.0
20380,4964019,0.0,0.0,192303.0
20381,4964024,0.0,0.0,699.0
20382,4964034,1.0,0.0,0.0
20383,4964048,0.0,0.0,0.0
20384,4965028,0.0,0.0,12859.0
20385,4965037,0.0,0.0,15589.0
20386,4965053,1.0,500.0,6348.0
20387,4967016,2.0,2087.0,149357.0
20388,4968021,8.0,1212.0,179752.0
20389,4968032,41.0,1829.142857142857,361602.0
20390,4968033,11.0,0.0,69623.0
20391,4968035,5.0,960.0,358573.0
20392,4968036,0.0,0.0,656257.5
20393,4969006,0.0,0.0,52958.0
20394,4969023,0.0,0.0,81579.0
20395,4969040,0.0,0.0,196480.0
20396,4970006,1.0,0.0,16702.5
20397,4970007,0.0,0.0,15205.0
20398,4970021,0.0,0.0,101154.0
20399,4970038,0.0,0.0,315412.5
20400,4970039,0.0,200.0,589545.5
20401,4971006,0.0,0.0,17709.0
20402,4974008,0.0,0.0,74179.0
20403,4975011,0.0,0.0,207731.0
20404,4976017,0.0,0.0,51944.0
20405,4976019,0.0,0.0,34301.0
20406,4977006,0.0,0.0,0.0
20407,4977008,0.0,0.0,39015.0
20408,4981001,0.0,0.0,0.0
20409,4981002,0.0,0.0,0.0
20410,4982001,0.0,0.0,0.0
20411,4983001,0.0,0.0,0.0
20412,4983025,0.0,0.0,0.0
20413,4984001,0.0,0.0,3287.0
20414,4984002,0.0,0.0,0.0
20415,4991001C,4.0,1156.0,901882.0
20416,4991005A,0.0,0.0,0.0
20417,4991005D,0.0,0.0,0.0
20418,4991007,0.0,44890.0,11195710.0
20419,4991008,3.0,66649.71428571429,922509.0
20420,4991009,0.0,0.0,58726.0
